uid476	94,44,0,9,8,88,7,27,10,32,29,4,3,28,16,12,30,87,24,6,86,22,41,25,31,5,33,40,42,1,85,14,26
uid455	44,9,0,8,11,7,88,27,10,32,29,4,3,28,16,30,12,87,92,24,6,86,20,46,43,22,41,25,31,5,39,33,40,37,42,1,18,38,85,14,26
uid10	82,35,77,52,0,9,34,76,83,11,54,88,58,75,13,72,80,62,36,32,81,29,79,53,4,3,28,30,68,87,84,24,108,6,48,86,85,65,66,46,78,43,22,2,25,31,50,63,41,5,57,33,39,40,37,42,1,71,56,61,70,38,60,47,26,73
uid489	44,9,7,27,10,32,29,3,28,4,30,84,92,24,6,46,2,41,25,31,5,33,40,37,42,1,38,45,14,26
uid110	82,76,11,88,27,13,72,81,49,16,12,68,24,6,22,97,33,56,47,85,26,54,99,80,91,84,86,78,43,2,31,50,60,14,73,94,34,9,44,8,69,7,55,75,10,62,36,93,3,4,64,92,108,90,41,63,5,37,42,1,18,70,35,77,52,0,98,17,15,32,29,28,101,30,87,48,100,20,65,46,25,39,40,71,89,61,38,45,53
uid344	82,94,44,0,9,8,88,7,27,13,80,10,81,29,28,3,4,30,87,24,6,86,85,46,22,25,41,31,5,33,40,42,1,89,38,45,14,26
uid281	44,88,27,13,26,81,29,28,30,84,87,24,86,25,41,31,33,40,42,38,85
uid418	82,94,0,9,8,7,27,13,17,80,93,10,36,81,32,29,4,3,28,16,24,6,20,22,25,31,5,39,37,1,18,38,45,14,26
uid275	24,40,29,42,25,41
uid308	44,9,0,8,11,7,88,27,13,15,10,32,29,4,3,28,30,12,87,24,6,86,46,2,25,41,31,5,33,40,42,1,85,14,26
uid537	94,44,9,0,8,7,88,27,17,10,26,32,29,4,3,28,16,12,30,87,24,6,86,22,41,31,25,5,39,33,40,42,1,14,85
uid267	82,87,24,33,27,40,26,86,42,44,81,41,88,25,31,85,13
uid70	82,0,9,27,15,80,10,36,32,81,29,91,28,16,30,84,92,24,90,41,25,31,40,37,42,89,38,14,26
uid241	44,9,8,11,7,88,27,10,32,29,4,28,3,30,87,24,6,86,46,22,25,41,31,5,33,40,37,42,1,85,14,26
uid177	59,94,52,0,9,44,47,8,67,11,7,88,21,54,55,58,27,60,17,15,80,10,62,36,32,81,29,49,91,53,28,3,4,16,30,12,84,87,92,24,68,108,6,86,85,20,65,66,46,43,90,22,2,41,25,31,50,63,5,39,33,57,40,37,42,1,56,18,89,61,38,45,14,26
uid456	94,44,9,0,8,11,7,88,27,13,17,80,10,93,81,32,29,4,3,28,16,30,12,87,24,6,86,85,46,22,2,25,31,41,5,33,40,37,96,42,1,38,45,14,26
uid483	9,8,7,27,10,32,29,4,28,3,30,84,24,6,86,46,25,41,31,5,33,40,37,42,1,38,85,14,26
uid60	35,24,27,36,32,37,29,44,40,42,41,30,38,28,45,25,31,26
uid270	82,81,13
uid385	82,87,24,33,27,88,40,86,26,42,44,81,25,28,41,31,85,13
uid571	4,92,6,1,9,3
uid206	5,4,7,17,39,80,10,6,1,9,2,8,3,13
uid287	29,71
uid201	35,44,0,9,27,80,10,36,32,81,29,91,28,16,30,84,24,46,90,41,25,31,40,37,42,89,38,45,26
uid54	94,0,9,44,8,7,27,13,15,80,10,93,36,81,29,91,28,3,4,16,30,12,87,92,24,6,86,85,20,90,22,2,41,25,31,5,39,40,37,96,42,1,89,38,45,14,26
uid289	72,24,27,40,29,71,34,42,41,70,38,69,25,31,26,73
uid556	87,4,5,24,40,81,1,3,41,85,13
uid378	88,27,13,32,26,29,81,28,30,84,87,24,86,25,41,31,33,40,42,38,85
uid183	94,44,0,9,8,11,7,88,21,27,13,17,15,80,10,93,36,32,81,29,91,28,3,4,16,30,12,84,87,92,24,6,48,86,85,20,46,43,90,2,22,41,25,31,5,39,33,40,37,42,1,18,89,38,45,14,26
uid217	5,4,7,17,39,24,10,6,28,29,1,9,8,46,3,25,26
uid523	82,87,24,33,27,40,86,26,42,81,25,88,41,31,85,13
uid568	24,27,36,32,40,29,42,37,41,30,38,28,25,31,26
uid204	24,27,36,32,37,29,44,40,42,41,30,38,28,45,25,31,26
uid235	82,0,9,8,11,7,13,15,10,93,81,4,3,12,6,20,2,5,39,1,18,14
uid63	25,29
uid342	82,83,27,13,81,32,29,28,30,84,24,46,41,25,31,33,40,37,42,38,26
uid155	35,44,0,9,8,11,7,27,13,15,80,10,36,32,81,29,91,28,3,4,30,84,92,24,6,46,90,2,22,41,25,31,5,33,40,37,42,1,89,38,45,14,26
uid274	84,24,27,36,32,40,29,42,37,41,30,38,28,45,25,31,26
uid532	35,94,0,9,8,7,27,15,80,10,36,81,29,91,4,3,92,24,6,22,90,25,31,5,1,89,14,26
uid122	82,94,44,0,9,8,11,7,27,13,17,15,80,10,93,36,32,81,29,91,28,3,4,30,84,92,24,6,46,90,2,22,41,25,31,5,33,40,37,42,1,89,38,45,14,26
uid170	82,76,11,88,21,27,13,72,81,79,49,16,12,68,24,6,66,22,33,56,47,85,26,54,80,91,84,86,78,43,2,31,50,60,14,73,94,67,44,9,34,8,69,7,55,58,75,10,62,36,3,4,92,90,41,63,5,57,37,42,1,18,70,35,77,52,0,15,51,32,29,28,30,87,48,20,65,46,25,39,40,71,89,61,38,45,53
uid226	94,0,9,8,11,7,88,13,15,10,26,32,29,4,3,28,16,30,12,87,24,6,86,20,46,43,22,2,25,41,31,5,39,33,40,37,42,1,18,38,45,14,85
uid258	82,34,83,27,13,36,32,81,29,28,30,84,24,46,25,41,31,33,40,37,42,38,45,26
uid53	82,44,9,0,8,11,7,27,15,80,10,36,32,81,29,91,28,3,4,16,30,84,92,24,6,90,41,25,31,5,33,40,37,42,1,89,38,45,14,26
uid237	82,35,0,9,44,8,7,27,13,17,93,10,36,81,32,29,4,3,28,12,30,84,24,6,46,22,2,25,31,41,5,39,33,40,37,42,1,38,45,26
uid97	82,94,52,44,0,9,67,8,34,11,7,88,58,27,13,60,17,15,72,80,10,93,36,32,81,29,51,62,91,53,28,3,4,16,30,12,87,68,92,24,108,6,86,85,20,65,66,46,43,90,2,22,41,25,31,50,5,39,33,57,40,37,42,1,71,56,18,89,61,38,70,45,14,26,73
uid343	44,88,27,36,32,29,28,30,84,87,24,86,85,46,41,25,31,33,40,37,42,38,45,26
uid386	44,0,88,27,32,29,28,3,30,84,87,24,6,86,41,25,31,33,40,37,42,1,38,85,26
uid364	81,13
uid346	82,0,9,11,88,27,13,15,80,10,93,36,32,81,29,91,28,30,87,92,24,86,90,41,25,31,40,37,42,1,89,38,85,14,26
uid413	82,94,0,9,8,7,21,13,17,93,10,81,3,12,6,20,22,39,1,18,14
uid425	44,9,0,8,7,88,27,10,93,81,29,4,3,28,16,30,12,87,92,24,6,86,46,2,25,41,31,5,33,40,42,1,38,85,14,26
uid409	5,4,7,94,6,10,0,1,9,8,11,3,14,12
uid310	7,4,94,10,93,6,22,9,1,8,3,13
uid305	59,94,52,44,67,9,8,7,54,55,58,27,60,17,32,29,49,53,28,3,4,30,68,24,108,6,48,65,66,46,14,43,22,41,25,31,50,5,39,33,57,40,37,42,1,56,61,38,45,47,26
uid493	82,44,0,9,8,11,88,7,27,13,17,10,93,26,81,29,32,23,28,3,4,16,12,30,87,24,6,86,20,2,25,41,31,5,39,33,40,42,1,18,14,85
uid1	24,27,36,37,29,25,31,26
uid102	94,44,0,9,8,11,7,21,27,13,15,80,10,93,36,32,81,29,91,28,3,4,30,84,92,24,6,46,90,2,22,41,25,31,5,33,40,37,42,1,89,38,45,14,26
uid369	81,13
uid341	87,24,27,40,86,42,44,1,11,25,88,85,41,31,26
uid22	82,94,0,9,44,34,8,83,11,7,88,27,13,17,15,80,10,93,36,32,81,29,91,28,3,4,16,30,12,84,87,92,24,6,86,85,20,46,43,2,22,90,41,25,31,5,39,33,40,37,109,42,1,18,89,38,45,14,26
uid299	59,94,67,0,9,47,8,11,7,54,58,55,27,60,17,15,10,32,29,49,53,4,28,3,16,30,12,68,24,6,48,65,66,46,43,2,22,25,31,50,41,5,39,33,57,40,42,1,56,61,38,45,14,26
uid541	0,9,47,8,7,21,27,17,32,29,49,28,3,4,30,12,24,6,48,46,22,2,25,31,5,39,33,1,14,26
uid46	35,24,27,36,29,25,31,26
uid66	24,27,36,32,37,29,38,28,25,31,26
uid68	82,35,59,94,52,44,0,9,34,8,67,11,7,88,55,58,54,27,13,60,17,15,80,10,93,36,32,81,29,62,49,91,53,28,3,4,16,30,12,84,87,92,24,68,6,86,85,20,65,66,46,43,90,2,22,41,25,31,50,63,5,39,33,57,40,37,42,1,56,18,89,61,38,45,14,26
uid416	82,44,9,8,7,27,13,17,10,93,36,81,32,29,4,3,28,30,84,24,6,46,25,31,41,5,39,40,37,42,1,38,45,14,26
uid292	0,9,44,27,15,80,10,36,81,32,29,91,3,4,28,30,92,24,6,46,90,25,31,41,5,33,40,37,42,1,89,38,45,14,26
uid43	82,94,0,9,44,34,8,83,11,7,88,21,27,13,17,15,80,10,93,36,32,81,29,91,28,3,4,16,30,12,87,92,24,6,86,85,20,46,43,90,2,22,41,25,31,5,39,33,40,37,42,1,18,89,38,45,14,26
uid134	59,11,88,27,13,72,81,49,16,12,68,24,6,66,33,56,47,85,26,54,80,91,84,86,43,2,31,50,60,14,73,94,67,44,9,34,8,69,7,55,58,10,62,36,3,4,92,90,41,63,5,57,37,42,1,18,70,52,0,17,15,51,32,29,28,30,87,48,20,65,46,25,39,40,71,89,61,38,45,53
uid246	0,9,8,7,27,17,15,80,10,81,29,91,28,3,4,30,92,24,6,2,90,22,25,31,5,33,37,1,89,14
uid403	82,44,9,0,8,11,7,27,13,15,80,10,93,32,81,29,4,3,28,16,30,12,24,6,46,2,41,25,31,33,40,42,1,38,14,26
uid558	24,27,36,40,37,29,42,41,38,25,31,26
uid277	24
uid297	44,9,27,32,29,28,3,4,30,84,24,6,46,25,41,31,5,33,40,42,1,38,14,26
uid33	35,94,44,0,9,8,11,7,88,21,27,17,15,80,10,36,32,81,29,91,28,3,4,16,30,12,87,92,24,6,86,85,46,90,2,22,41,25,31,5,33,40,37,42,1,89,38,45,14,26
uid5	82,104,59,76,11,88,21,27,13,72,81,79,49,68,24,6,66,106,22,97,33,56,47,85,26,54,99,103,102,80,86,78,43,2,31,50,105,60,73,67,44,34,9,69,55,58,75,93,36,4,3,107,63,41,5,57,37,42,1,70,77,52,0,98,83,51,32,29,28,101,30,87,48,100,65,46,25,39,40,71,61,38,53
uid368	82,44,88,27,13,81,28,87,24,48,86,25,41,31,33,40,42,85,26
uid173	35,94,44,0,9,34,8,11,7,88,27,15,80,10,36,32,81,29,91,28,3,4,16,30,12,84,87,92,24,6,86,85,20,46,43,90,2,22,41,25,31,5,39,33,40,37,42,1,18,89,38,45,14,26
uid198	82,59,11,88,21,27,13,81,49,16,12,68,24,6,66,22,33,56,85,26,54,80,91,84,86,43,2,31,50,60,14,94,44,9,34,8,7,55,58,10,93,36,62,3,4,92,108,90,41,63,5,57,37,42,1,18,35,52,0,17,15,51,32,29,28,30,87,20,65,46,25,39,40,89,61,38,45,53
uid482	82,94,44,9,0,8,11,7,27,13,17,15,93,10,32,81,29,3,28,4,16,30,12,84,87,24,6,46,2,41,25,31,5,33,40,37,42,1,38,45,14,26
uid105	35,44,0,9,8,11,7,88,27,13,17,15,80,10,93,36,32,81,29,91,28,3,4,16,30,12,84,87,92,24,6,86,85,20,46,43,90,2,22,41,25,31,5,39,33,40,37,42,1,18,89,38,45,14,26
uid224	11,32,29,4,3,28,30,84,24,6,46,2,41,25,31,5,33,40,37,42,1,38,45,26
uid284	82,24,27,81,25,31,26,13
uid550	0,9,44,8,11,7,88,27,15,80,10,81,32,29,91,4,3,28,16,30,12,87,92,24,6,48,86,46,90,25,31,41,5,33,40,37,42,1,89,85,14,26
uid0	0,9,8,11,7,21,27,13,17,10,32,29,4,3,28,16,12,30,24,6,20,2,25,31,5,33,1,18,14,26
uid481	82,94,0,9,8,11,88,7,27,13,15,10,93,81,4,3,16,12,87,24,6,86,2,22,41,25,31,5,33,40,42,1,85,14,26
uid57	0,9,44,34,8,69,7,27,17,15,72,80,10,36,32,81,29,91,28,3,4,30,84,92,24,6,46,90,22,41,25,31,5,33,40,37,42,1,71,89,70,38,45,14,26,73
uid174	35,36,29,25,31,26
uid162	82,59,94,52,0,9,44,47,8,67,11,7,88,21,54,58,27,13,60,17,15,80,10,93,36,32,81,29,49,91,53,28,3,4,16,30,12,84,87,92,24,68,108,6,48,86,85,20,65,66,46,43,90,2,22,41,25,31,50,5,39,33,57,40,37,42,1,18,89,61,38,45,14,26
uid328	59,52,34,8,69,7,54,55,58,75,27,17,72,36,32,29,53,4,3,28,30,68,24,108,6,65,66,46,43,22,25,31,63,41,5,39,33,57,40,37,42,1,71,56,61,70,38,60,47,26,73
uid548	94,44,9,0,8,11,7,27,13,15,10,32,29,28,3,4,30,12,87,24,6,86,46,22,2,41,25,31,5,33,40,37,42,1,38,85,14,26
uid215	5,4,7,17,39,6,1,8,3
uid272	44,88,27,36,32,29,28,30,84,87,24,86,85,46,41,25,31,33,40,37,42,38,45,26
uid538	44,9,0,8,11,7,88,27,13,17,15,10,93,32,29,4,3,28,16,30,12,87,24,6,86,2,22,25,41,31,5,39,33,40,42,1,38,85,14,26
uid26	82,104,59,76,11,88,27,13,72,81,79,68,24,6,66,106,97,33,56,26,85,54,99,103,102,80,84,86,78,43,31,50,105,60,14,73,44,9,34,69,58,75,62,4,3,108,107,63,41,5,57,37,42,1,70,77,52,0,98,83,51,32,29,28,101,30,87,100,65,46,25,39,40,71,61,38,45,53
uid124	44,0,9,11,27,15,80,10,36,32,81,29,91,28,30,84,92,24,46,90,2,41,25,31,40,37,42,1,89,38,45,14,26
uid76	35,94,44,0,9,8,11,7,88,27,17,15,80,10,36,32,81,29,91,28,3,4,16,30,12,84,87,92,24,6,86,85,20,46,43,90,2,22,41,25,31,5,39,33,40,37,42,1,18,89,38,45,14,26
uid505	94,0,9,8,7,88,27,10,26,32,29,4,3,28,16,12,30,87,24,6,86,22,41,25,31,5,33,40,42,1,38,14,85
uid417	82,0,9,44,8,7,27,13,10,36,81,32,29,4,3,28,16,30,84,24,6,25,31,41,39,33,40,37,42,38,45,26
uid189	35,94,44,0,9,27,15,80,10,36,32,81,29,91,28,3,4,30,84,92,24,6,46,90,2,22,41,25,31,5,33,40,37,42,1,89,38,45,14,26
uid214	5,4,7,17,39,6,1,8,3
uid23	82,59,76,11,88,27,13,72,81,79,49,16,12,68,24,6,66,22,33,56,26,85,54,80,84,86,78,43,2,31,50,60,14,73,67,44,9,34,8,69,7,55,58,75,10,93,62,36,4,3,108,41,63,5,57,37,42,1,18,70,77,52,0,83,17,15,51,32,29,28,30,87,48,20,65,46,25,39,40,71,61,89,38,45,53
uid266	82,27,13,81,32,29,28,3,30,84,24,6,46,25,31,41,5,33,40,37,42,1,26
uid338	24,36,26,40,29,42,32,30,25,38,28,41,31,27
uid545	44,27,32,29,28,3,30,24,6,46,25,41,31,5,33,40,37,42,1,45,26
uid294	94,44,9,0,34,8,11,7,88,27,13,80,10,32,29,4,3,28,30,12,84,87,92,24,6,86,85,46,22,2,25,41,31,5,33,40,37,96,42,1,45,14,26
uid89	82,35,44,0,9,8,11,7,88,27,13,17,15,80,10,93,36,32,81,29,91,28,3,4,16,30,12,84,87,92,24,6,86,85,20,46,43,90,2,22,41,25,31,5,39,33,40,37,42,1,18,89,38,45,14,26
uid546	0,9,34,8,7,88,27,13,17,10,36,26,32,29,4,3,28,16,30,87,24,6,48,86,46,22,2,41,25,31,5,39,33,40,37,42,1,38,47,85
uid406	17,5,4,15,7,10,6,0,9,1,8,11,3,14,12,2
uid497	94,44,9,0,8,11,7,88,27,10,4,3,28,12,87,24,6,86,22,2,41,31,25,5,33,40,42,1,85,14,26
uid540	0,34,9,47,8,7,27,13,17,93,10,81,32,29,28,3,4,16,30,24,6,48,20,46,22,25,31,5,39,33,37,1,18,14,26
uid543	94,44,9,0,8,11,7,88,27,13,15,80,10,32,29,3,4,28,30,84,87,92,24,6,86,46,22,2,25,41,31,5,33,40,42,1,38,85,14,26
uid357	24,33,32,37,29,40,42,26,41,30,46,28,25,31,27
uid362	94,0,9,44,8,11,7,27,17,10,32,29,4,3,28,16,30,24,6,48,20,46,43,22,2,25,31,41,5,39,33,40,37,42,1,18,45,47,26
uid276	11,27,32,29,4,3,30,84,24,6,46,41,25,31,5,33,40,37,42,1,26
uid145	94,0,9,44,8,11,7,88,21,27,13,17,15,80,10,81,32,29,91,28,3,4,16,30,12,84,87,92,24,6,86,20,46,90,22,2,25,31,41,5,39,33,40,37,42,1,18,89,38,85,14,26
uid375	84,24,36,26,40,29,44,42,37,41,30,38,28,45,25,31,27
uid261	82,44,88,27,13,36,32,81,29,28,30,84,87,24,86,85,46,41,25,31,33,40,37,42,38,45,26
uid150	35,94,0,9,44,8,11,7,88,27,13,17,15,80,10,36,32,81,29,91,28,3,4,16,30,12,87,92,24,6,48,86,85,20,46,43,90,2,22,41,25,31,5,39,33,40,37,109,42,1,18,89,38,45,14,26
uid209	5,4,7,17,39,6,1,8,3
uid396	59,77,52,44,9,0,47,8,67,34,76,11,69,7,54,55,58,75,27,17,15,72,80,10,62,36,32,29,79,53,4,28,3,30,68,92,24,108,6,48,65,66,46,78,43,2,22,41,25,31,50,63,5,39,33,57,40,37,42,1,71,56,89,61,38,70,60,14,26,73
uid462	4,6,1,9,3
uid77	24,27,36,32,37,29,44,38,28,45,25,31,26
uid249	0,9,8,7,27,17,15,80,10,81,29,91,4,3,16,92,24,6,90,22,31,5,33,1,89,14
uid207	5,4,7,17,39,10,6,1,9,8,3,14
uid262	82,87,24,33,40,26,86,42,44,81,25,88,85,41,31,27,13
uid460	82,0,9,8,11,7,88,27,13,17,80,10,32,81,29,4,28,3,16,30,12,87,24,6,86,2,25,41,31,5,33,40,42,1,38,85,14,26
uid420	82,4,92,10,6,93,81,0,1,9,8,3,7,12,13
uid11	82,77,52,44,9,0,47,8,34,76,11,88,7,54,58,55,75,27,13,60,17,15,45,72,80,10,93,51,81,32,29,62,79,49,53,3,28,4,12,30,87,68,24,6,86,20,65,66,46,78,43,2,41,25,31,50,63,5,39,33,57,40,37,42,1,71,56,18,61,70,38,85,14,26,73
uid526	44,83,88,27,36,32,29,28,30,87,24,86,41,25,31,33,40,37,42,38,85,26
uid49	35,44,0,9,8,11,7,88,27,13,17,15,80,10,36,32,81,29,91,28,3,4,30,92,24,6,86,85,46,90,2,41,25,31,5,33,40,37,42,1,89,38,45,14,26
uid372	24,88,40,29,44,42,41,46,28,45,25,31,26
uid494	0,9,8,7,27,17,15,80,10,81,32,29,91,4,3,30,92,24,6,46,22,90,25,31,41,5,33,40,37,42,1,89,14,26
uid159	82,35,0,9,44,34,8,11,7,88,27,17,15,80,10,36,32,81,29,91,28,3,4,16,30,12,84,87,92,24,6,48,86,85,20,46,43,90,22,2,41,25,31,5,39,33,40,37,42,1,18,89,38,45,14,26
uid85	82,104,59,76,11,88,21,27,13,72,81,79,49,16,12,68,24,6,66,106,22,97,33,56,47,85,26,54,99,103,102,80,91,84,86,78,43,2,31,50,105,60,14,73,94,67,44,9,34,8,69,7,55,58,75,10,93,36,62,3,4,92,108,107,90,41,63,5,57,37,42,1,18,70,35,77,52,0,98,83,17,15,32,29,28,101,30,87,48,100,20,65,46,25,39,40,71,89,61,38,45,53
uid477	94,44,9,0,8,11,7,88,27,13,17,10,32,29,4,3,28,16,30,12,87,24,6,86,20,22,2,25,41,31,5,39,33,40,37,42,1,18,85,14,26
uid50	82,59,76,11,88,27,13,72,81,79,49,12,68,24,6,66,22,33,56,85,26,54,80,91,84,86,78,43,2,31,50,60,14,73,94,44,9,34,8,69,7,55,58,75,10,93,36,62,3,4,92,108,90,41,63,5,57,37,42,1,18,70,77,52,0,17,15,51,32,29,28,30,87,48,20,65,46,25,39,40,71,89,61,38,45,53
uid447	7,15,92,4,5,80,6,22,0,1,9,8,3,89,11,2,14
uid530	82,44,88,27,13,81,3,28,87,24,6,86,25,41,31,33,40,42,1,85,26
uid451	82,59,94,77,52,0,9,67,44,8,34,76,11,69,7,54,55,58,75,27,17,15,72,80,10,62,32,81,29,79,53,3,28,4,64,30,68,24,108,6,48,20,65,66,46,14,78,43,22,25,31,50,63,41,5,39,33,57,40,37,42,1,71,56,18,61,70,38,60,47,26,73
uid175	35,44,0,9,47,8,11,7,88,27,17,15,80,10,36,32,81,29,91,28,3,4,16,30,12,84,87,92,24,6,48,86,85,20,46,43,90,2,22,41,25,31,5,39,33,40,37,42,1,18,89,38,45,14,26
uid502	44,27,36,32,29,28,3,4,30,24,6,46,25,41,31,5,33,40,37,42,1,38,26
uid506	0,9,8,11,7,27,17,32,29,28,3,4,30,24,6,48,20,46,43,2,25,31,41,5,39,33,40,37,42,1,18,45,47,26
uid72	35,0,9,44,8,11,7,21,88,27,13,17,15,80,10,93,36,32,81,29,91,28,3,4,16,30,12,87,92,24,6,86,85,20,46,43,90,2,22,41,25,31,5,39,33,40,37,42,1,18,89,38,45,14,26
uid156	94,44,0,9,8,83,11,7,27,13,15,80,10,36,32,81,29,91,28,3,4,30,84,87,92,24,6,86,85,46,90,2,22,41,25,31,5,33,40,37,42,1,89,38,45,14,26
uid331	94,0,9,8,7,27,15,80,10,36,81,32,29,91,4,3,28,16,92,24,6,90,22,25,31,5,37,1,89,14,26
uid91	35,24,27,36,29,25,31,26
uid329	94,9,8,7,27,13,10,93,29,4,3,30,92,24,6,25,31,33,40,37,42,1
uid115	35,44,0,9,27,15,80,10,36,32,81,29,91,28,3,16,30,84,92,24,6,46,90,41,25,31,33,40,37,42,1,89,38,45,14,26
uid231	5,10,1,9,8,7,13
uid511	0,9,8,7,27,17,15,80,10,81,29,91,3,28,4,30,84,92,24,6,2,90,22,25,31,41,5,33,40,37,42,1,89,14,26
uid315	82,0,9,8,7,27,17,80,10,81,32,29,4,28,3,16,30,24,6,20,46,43,2,25,31,41,5,39,33,40,37,42,1,18,14,26
uid379	87,24,33,27,40,86,26,42,81,41,88,25,31,85,13
uid293	59,52,0,9,34,47,8,67,11,7,54,55,58,27,17,15,80,10,62,51,32,29,53,4,3,28,16,12,30,68,24,6,48,20,65,66,46,2,25,31,63,50,5,39,33,57,37,1,56,18,61,38,60,14,26
uid239	0,9,44,8,11,7,88,27,13,15,10,32,29,4,3,28,30,12,87,24,6,86,46,2,25,41,31,5,33,40,37,42,1,38,85,14,26
uid347	82,44,88,27,13,36,32,26,29,81,28,30,12,84,87,24,86,25,41,31,40,37,42,38,45,85
uid107	59,94,52,0,9,44,34,8,11,69,7,88,54,58,27,13,60,17,15,72,80,10,93,36,32,81,29,62,91,53,28,3,4,16,30,12,84,87,92,24,68,6,86,85,20,65,66,46,43,90,2,22,41,25,31,50,63,5,39,33,57,40,37,42,1,71,56,18,89,61,38,70,45,14,26,73
uid152	35,44,0,9,8,11,7,27,17,15,80,10,36,32,81,29,91,28,3,4,30,92,24,6,90,2,22,41,25,31,5,33,40,37,42,1,89,38,45,14,26
uid106	82,104,76,11,88,27,13,72,81,79,49,16,12,68,24,6,66,106,22,97,33,56,47,85,26,54,99,103,102,80,91,84,86,78,43,2,31,50,105,60,14,73,94,67,44,9,34,8,69,7,55,58,75,10,62,36,3,4,92,108,107,90,41,63,5,57,37,42,1,18,70,35,77,52,0,98,83,17,15,32,29,28,101,30,87,48,100,20,65,46,25,39,40,71,89,61,38,45,53
